,o,h,l,c,v,pot,pot_ask,pot_bid
2021-12-09 20:17:00+00:00,47610.01,47639.09,47540.92,47587.78,31.68534,756.0,400.0,356.0
2021-12-09 20:18:00+00:00,47587.77,47631.37,47581.77,47593.45,21.96321,529.0,312.0,217.0
2021-12-09 20:19:00+00:00,47593.45,47684.07,47516.78,47668.48,30.1008,749.0,416.0,333.0
2021-12-09 20:20:00+00:00,47668.48,47719.76,47600.0,47608.32,28.41382,677.0,358.0,319.0
2021-12-09 20:21:00+00:00,47608.32,47636.14,47557.31,47561.9,14.6481,499.0,282.0,217.0
2021-12-09 20:22:00+00:00,47561.9,47564.28,47510.23,47537.36,27.89854,711.0,354.0,357.0
2021-12-09 20:23:00+00:00,47537.35,47626.05,47517.58,47603.73,15.20852,491.0,262.0,229.0
2021-12-09 20:24:00+00:00,47603.73,47618.94,47547.03,47561.55,13.0622,433.0,247.0,186.0
2021-12-09 20:25:00+00:00,47561.54,47561.55,47415.57,47485.45,30.66192,844.0,422.0,422.0
2021-12-09 20:26:00+00:00,47485.44,47513.0,47428.01,47496.79,15.11078,468.0,243.0,225.0
2021-12-09 20:27:00+00:00,47496.8,47600.0,47488.74,47598.51,15.38874,451.0,270.0,181.0
2021-12-09 20:28:00+00:00,47599.99,47600.0,47545.32,47563.62,18.85786,540.0,274.0,266.0
2021-12-09 20:29:00+00:00,47564.41,47575.44,47513.43,47520.81,11.71755,400.0,207.0,193.0
2021-12-09 20:30:00+00:00,47520.8,47612.95,47475.43,47596.02,16.64406,553.0,275.0,278.0
2021-12-09 20:31:00+00:00,47595.99,47600.0,47539.59,47550.0,12.97183,382.0,196.0,186.0
2021-12-09 20:32:00+00:00,47550.01,47550.01,47500.0,47500.01,13.12036,388.0,137.0,251.0
2021-12-09 20:33:00+00:00,47500.0,47511.86,47420.61,47429.41,21.81849,539.0,246.0,293.0
2021-12-09 20:34:00+00:00,47433.89,47433.89,47390.0,47407.01,23.96631,573.0,276.0,297.0
2021-12-09 20:35:00+00:00,47407.01,47444.72,47390.01,47407.28,27.4922,544.0,273.0,271.0
2021-12-09 20:36:00+00:00,47407.27,47478.09,47333.0,47349.98,56.81844,1084.0,505.0,579.0
2021-12-09 20:37:00+00:00,47349.98,47398.64,47338.12,47384.68,18.65384,679.0,352.0,327.0
2021-12-09 20:38:00+00:00,47384.68,47471.14,47369.01,47431.52,28.99028,595.0,343.0,252.0
2021-12-09 20:39:00+00:00,47431.53,47475.58,47411.21,47466.91,26.54801,523.0,302.0,221.0
2021-12-09 20:40:00+00:00,47468.1,47471.92,47378.84,47378.85,11.74243,480.0,205.0,275.0
2021-12-09 20:41:00+00:00,47378.85,47416.24,47374.12,47386.23,13.3052,411.0,179.0,232.0
2021-12-09 20:42:00+00:00,47384.53,47394.1,47359.01,47370.0,11.69128,438.0,175.0,263.0
2021-12-09 20:43:00+00:00,47370.0,47394.0,47320.0,47375.45,24.46085,844.0,403.0,441.0
2021-12-09 20:44:00+00:00,47374.55,47413.54,47349.6,47375.43,26.76865,565.0,291.0,274.0
2021-12-09 20:45:00+00:00,47375.43,47395.73,47327.03,47330.99,28.49977,752.0,311.0,441.0
2021-12-09 20:46:00+00:00,47330.99,47411.18,47326.31,47400.27,33.36038,805.0,391.0,414.0
2021-12-09 20:47:00+00:00,47400.28,47434.98,47342.48,47426.16,26.48458,693.0,355.0,338.0
2021-12-09 20:48:00+00:00,47426.16,47577.35,47420.77,47472.43,56.4821,1322.0,745.0,577.0
2021-12-09 20:49:00+00:00,47468.03,47480.47,47393.22,47406.91,24.33013,734.0,404.0,330.0
2021-12-09 20:50:00+00:00,47406.92,47425.45,47361.93,47388.39,22.62333,709.0,354.0,355.0
2021-12-09 20:51:00+00:00,47388.39,47474.31,47388.39,47439.26,22.96322,659.0,404.0,255.0
2021-12-09 20:52:00+00:00,47439.26,47511.09,47439.25,47495.15,46.88827,888.0,467.0,421.0
2021-12-09 20:53:00+00:00,47495.14,47501.39,47441.44,47462.05,16.45068,553.0,306.0,247.0
2021-12-09 20:54:00+00:00,47462.05,47529.14,47444.19,47479.15,33.29875,871.0,451.0,420.0
2021-12-09 20:55:00+00:00,47479.15,47507.47,47442.0,47450.28,31.25648,894.0,494.0,400.0
2021-12-09 20:56:00+00:00,47450.28,47560.0,47413.01,47503.41,34.96715,896.0,525.0,371.0
2021-12-09 20:57:00+00:00,47503.4,47577.42,47503.4,47550.82,32.12153,821.0,403.0,418.0
2021-12-09 20:58:00+00:00,47550.82,47678.84,47550.0,47659.0,62.19299,1229.0,754.0,475.0
2021-12-09 20:59:00+00:00,47659.01,47724.39,47636.66,47683.61,51.47722,1295.0,769.0,526.0
2021-12-09 21:00:00+00:00,47683.61,47766.42,47642.87,47739.04,35.37194,1250.0,728.0,522.0
2021-12-09 21:01:00+00:00,47739.04,47785.33,47705.42,47728.06,40.00747,1044.0,608.0,436.0
2021-12-09 21:02:00+00:00,47728.06,47740.02,47667.0,47672.17,27.71807,649.0,365.0,284.0
2021-12-09 21:03:00+00:00,47672.17,47672.18,47573.23,47580.97,46.11501,911.0,421.0,490.0
2021-12-09 21:04:00+00:00,47577.22,47604.93,47563.45,47594.35,14.56052,533.0,290.0,243.0
2021-12-09 21:05:00+00:00,47594.35,47624.54,47568.65,47601.64,18.86074,609.0,309.0,300.0
2021-12-09 21:06:00+00:00,47601.65,47628.73,47574.3,47605.98,22.21953,527.0,312.0,215.0
2021-12-09 21:07:00+00:00,47605.99,47677.55,47602.23,47666.0,17.8799,578.0,398.0,180.0
2021-12-09 21:08:00+00:00,47666.0,47753.11,47659.71,47750.01,21.7333,609.0,357.0,252.0
2021-12-09 21:09:00+00:00,47750.0,47779.43,47707.99,47708.0,27.39377,684.0,398.0,286.0
2021-12-09 21:10:00+00:00,47708.0,47771.51,47707.99,47730.43,38.66754,782.0,401.0,381.0
2021-12-09 21:11:00+00:00,47730.42,47739.05,47693.64,47715.77,22.53717,541.0,282.0,259.0
2021-12-09 21:12:00+00:00,47715.77,47744.14,47704.42,47744.1,20.60496,559.0,348.0,211.0
2021-12-09 21:13:00+00:00,47744.09,47787.43,47730.46,47781.6,11.01188,491.0,295.0,196.0
2021-12-09 21:14:00+00:00,47778.43,47790.27,47750.0,47761.98,20.16038,570.0,292.0,278.0
2021-12-09 21:15:00+00:00,47761.98,47786.77,47742.25,47786.76,11.5763,624.0,404.0,220.0
2021-12-09 21:16:00+00:00,47786.76,47787.49,47707.31,47722.11,49.14269,780.0,353.0,427.0
2021-12-09 21:17:00+00:00,47722.11,47742.48,47707.33,47742.48,19.72314,517.0,275.0,242.0
2021-12-09 21:18:00+00:00,47742.47,47889.76,47742.47,47877.49,45.41375,1167.0,744.0,423.0
2021-12-09 21:19:00+00:00,47880.12,47936.06,47850.8,47866.59,37.02553,942.0,507.0,435.0
2021-12-09 21:20:00+00:00,47866.64,47915.0,47830.02,47845.67,40.28473,839.0,421.0,418.0
2021-12-09 21:21:00+00:00,47845.68,47872.34,47791.24,47857.5,22.02304,644.0,369.0,275.0
2021-12-09 21:22:00+00:00,47857.5,47857.51,47829.49,47846.58,13.41622,370.0,171.0,199.0
2021-12-09 21:23:00+00:00,47846.58,47916.44,47750.34,47804.58,86.81257,1066.0,434.0,632.0
2021-12-09 21:24:00+00:00,47804.59,47821.37,47768.77,47791.47,39.37471,590.0,353.0,237.0
2021-12-09 21:25:00+00:00,47790.0,47798.69,47750.09,47753.06,9.70395,403.0,203.0,200.0
2021-12-09 21:26:00+00:00,47753.08,47823.27,47743.59,47804.87,28.69929,636.0,367.0,269.0
2021-12-09 21:27:00+00:00,47801.53,47947.19,47801.53,47924.73,29.55061,814.0,501.0,313.0
2021-12-09 21:28:00+00:00,47924.73,47968.86,47913.33,47917.26,30.93005,674.0,333.0,341.0
2021-12-09 21:29:00+00:00,47917.27,47917.27,47851.7,47881.96,11.08948,425.0,232.0,193.0
2021-12-09 21:30:00+00:00,47881.96,47897.26,47836.42,47883.82,10.01128,415.0,237.0,178.0
2021-12-09 21:31:00+00:00,47883.81,47883.82,47841.61,47847.89,11.94444,408.0,203.0,205.0
2021-12-09 21:32:00+00:00,47847.89,47866.25,47791.42,47828.23,26.71098,594.0,245.0,349.0
2021-12-09 21:33:00+00:00,47828.24,47838.99,47819.83,47826.93,11.8311,373.0,220.0,153.0
2021-12-09 21:34:00+00:00,47824.35,47831.96,47803.34,47831.95,9.0322,352.0,192.0,160.0
2021-12-09 21:35:00+00:00,47831.95,47856.34,47734.95,47745.4,44.49419,718.0,336.0,382.0
2021-12-09 21:36:00+00:00,47745.4,47783.93,47745.4,47777.82,36.50914,372.0,174.0,198.0
2021-12-09 21:37:00+00:00,47777.82,47817.89,47777.81,47809.75,31.19494,348.0,231.0,117.0
2021-12-09 21:38:00+00:00,47809.76,47855.17,47800.0,47816.89,12.798,458.0,239.0,219.0
2021-12-09 21:39:00+00:00,47816.88,47925.05,47816.88,47914.8,31.26477,598.0,343.0,255.0
2021-12-09 21:40:00+00:00,47914.81,47948.57,47895.09,47910.98,39.69053,615.0,297.0,318.0
2021-12-09 21:41:00+00:00,47910.98,47910.99,47864.33,47868.44,13.39162,453.0,215.0,238.0
2021-12-09 21:42:00+00:00,47868.44,48040.0,47861.75,47982.54,52.3262,1252.0,725.0,527.0
2021-12-09 21:43:00+00:00,47982.54,48032.09,47951.72,48016.11,17.38277,581.0,329.0,252.0
2021-12-09 21:44:00+00:00,48016.11,48111.0,48016.1,48110.99,46.65428,1197.0,740.0,457.0
2021-12-09 21:45:00+00:00,48111.0,48141.18,48053.34,48092.43,58.01201,1175.0,681.0,494.0
2021-12-09 21:46:00+00:00,48092.43,48139.7,48062.49,48101.85,56.64367,718.0,362.0,356.0
2021-12-09 21:47:00+00:00,48101.85,48101.86,48012.99,48022.4,22.17756,621.0,289.0,332.0
2021-12-09 21:48:00+00:00,48027.21,48029.99,47966.81,47994.29,36.71756,713.0,377.0,336.0
2021-12-09 21:49:00+00:00,47994.29,48067.51,47982.49,48053.47,26.82734,524.0,313.0,211.0
2021-12-09 21:50:00+00:00,48047.01,48084.82,48018.38,48038.6,19.35252,668.0,353.0,315.0
2021-12-09 21:51:00+00:00,48038.61,48100.0,48036.03,48100.0,18.53592,623.0,387.0,236.0
2021-12-09 21:52:00+00:00,48100.0,48110.93,48035.0,48045.36,21.73614,586.0,352.0,234.0
2021-12-09 21:53:00+00:00,48045.37,48110.86,47986.55,48020.12,60.12551,815.0,531.0,284.0
2021-12-09 21:54:00+00:00,48020.13,48076.97,48013.92,48054.14,13.72089,428.0,223.0,205.0
2021-12-09 21:55:00+00:00,48054.13,48054.14,48003.11,48012.24,14.14883,466.0,249.0,217.0
2021-12-09 21:56:00+00:00,48008.23,48026.95,48000.7,48008.44,8.11234,336.0,203.0,133.0
2021-12-09 21:57:00+00:00,48008.44,48053.83,47986.36,48018.45,18.30073,512.0,288.0,224.0
2021-12-09 21:58:00+00:00,48018.44,48018.5,47915.76,47969.21,42.21731,903.0,424.0,479.0
2021-12-09 21:59:00+00:00,47966.86,48011.99,47962.86,47980.29,26.82471,525.0,277.0,248.0
